text,true_label,predicted_label,prediction_confidence,match_count,total_score,pos_votes,neg_votes,neu_votes,invalid_votes,matched_terms
"不管任何宗教信仰,對其戒律都不能放鬆,因為不守戒律,就會讓自己的教旨變質,道德就會變壞,世間的災難越來越多,也導致無法往生天國,隨著離天主的年代越遠,就會隨順自己的欲望解釋戒律,誤導世人。天主教義也是以戒律為主而開展,所以要以戒為優先重點,其它教義可以隨著各地民情自己調整! 器世間乃是共業有情業力所感而變現的世間,是由於共業有情業力成熟的緣故,而在他方變現的世間,得以讓有情在因緣成熟的時候,能夠誕生於新世界而有種種的運為,因此當你透過科學家所拍攝的外太空新形成的影片,或透過哈伯望眼鏡所拍攝在外太空新形成的星球的影片,都足以顯示共業有情共同成就,於因緣成熟時,由有緣的眾生誕生於此地共同生活。 共產主義比古代帝王更加獨裁,不適合中國人,沒有屬於自己的財物! ""一黨獨大"",不知道是好還是壞,想要實現共產,更是不可能實現了,官官相護壓榨底層,貧富差距比民主國家更大,上層為了鞏固權利必然要對人民實施管控,時時提防人民的信仰自由,搞到最後落個更加封建! 台灣在演習時坦克車常常追撞車輛,顯示出坦克車很難控制,還有當時的坦克人沒有第一時間遭槍殺,說明不是無差別殺人,學生當時應該要有自知之明,硬干必然是要死人! 中國共產黨參與韓戰極大的加劇了北韓的悲劇,在物資匱乏的情況下,中國共產黨給參戰人員造成了巨大的傷亡。而將他們塑造成英雄,似乎不過是掩蓋中國共產黨無能的宣傳手段。如果你回顧戰爭歷史,你會發現當時的戰略不過是像蘇聯在德蘇戰爭中那樣,把軍隊一股腦的推向對方陣地! 共產主義太過虛假不實,只能在佛菩薩的世界才可能實現,因為人類離不開""財、色、名、食、睡""五種慾望,自然上層領導跟下層人民不可能同甘共苦,大陸人民也就不會團結一心(就像現在,怎麼打貪腐也打不完)! 再從共產黨初期來看,三反五反、大躍進......等,把大陸菁英打壓、殺害,剩下來的就只有一些平庸之輩了,經濟發展自然緩慢,等到鄧小平改革開放,類似資本主義才得以快速發展,這種壞處會使得共產黨快速瓦解! 再以中國五千年的歷史來看,歷代君主無不是遵循佛家、道家、儒家思想,遵天理、不自大,知道人外有人,天外有天,才不會自取滅亡(像三年大飢荒等大災難)! 中國抗戰時會死那麼多人就是有很多貪生怕死之徒,才會讓兵力分散:有不抵抗的張學良、求和平的汪精衛、謀權勢的毛澤東,如果能依靠有北伐精神的蔣介石,就會少死很多人! (還好蔣介石早就看清日本人邪惡狡詐,沒有採用汪精衛想法跟日軍談和,不然中國就要被奸詐的日本人壓榨,日本忙著壓榨中國就不會有後來的太平洋戰爭,日本也不會投降,歷史就改寫了。之前的八國聯軍還想從中國得到好處,最後列強必然趁機瓜分中國,這時最惨的就是中國人了,只能受外國人奴隸做為下等公民,永遠都翻不了身!) 以客觀的角度,蔣介石選了一個對自己最糟的路線去捍衞他的大中華主義夢,最後悽慘的結束他失敗的一生,他但凡有毛澤東十分之一的馬基亞維利的智慧跟狡詐,他不會把自己搞成這樣,但也是他這個人可愛的地方,你可以不認同他的大中華夢,但你要佩服他堅持捍衞自己信念的毅力,雖然愚蠢天真,但至少他奮鬥過! 老蔣對於抗日是付出心力的,每天還能寫日記,詳細記錄每日戰況,字裡行間充滿了堅定與責任,人格還是值得肯定的... ""先安内後攘外""是正確的策略,由國民黨統一抗日,結果演變成國民黨在前線抗戰,共產黨在後面搞發展,分化吸收國民黨員,國軍首尾難以兼顧,變的更難抗日,死傷更多人,再來變成國共內戰,國民黨失去政權後共產黨執政,到處鬥爭無有倫理,才有三年大飢荒惡報!搞文化大革命,破壞中國幾千年的宗教信仰,違背了天理道德,死了多少不該死的人!(可以說共產黨搶奪的政權,是用中國人命換來的!) 在開羅會議上英美承諾,援助中國軍隊裝備與軍需補給,並歸還日本所占領的中國土地,但共軍卻私心的把軍事裝備轉給蘇聯。(共軍聯合日、俄,才會使國軍大敗。) 蘇聯在日本無條件投降前夕進兵中國東北,不費一兵一卒而獲得日本投降後的利益,大量物資與工業設備及軍事武器,隨手將大批軍事武器與投降的偽滿軍隊,交給共產黨林彪,因而迅速膨脹了共產黨叛亂的力量,擴大了中國戰後的內亂,國民黨失去戰後復員與重建國家的機會,也使國府退到台灣。 共產黨曾經寫一封信給史達林說,中日戰爭爆發前三年,中國損軍百萬,但中共軍隊只占其中的百分之三。另外,跟日本長達十四年的衝突中,國民黨軍隊占了全部死亡人數的九成。 共黨只對日軍發動過一次重要戰役,時間在一九四O的秋天,總共動員了十四團紅軍,損失了兩萬兩干名士兵! 抗戰時期,中共所有軍隊被編入國軍,成為八路軍和新四軍。為何中共抗日宣傳只提八路,不提新四軍呢?八路雖然也是消極抗日,但也畢竟打過一些零星戰鬥,但新四軍不僅不抗日,反而為了擴軍和搶地盤專打國軍。新四軍最輝煌的黄橋戰役打的是國軍抗日主力部隊,而非日軍。新四軍的抗命叛變行為最終釀成遭國軍剿滅的皖南事變。被取消番號的新四軍也成了抗日戰爭時期名副其實的最恥辱部隊。 (""西安事變"",張學良與楊虎城,被毛澤東與周恩來統戰,違反""先安內後攘外""的政策,誘蔣赴西安,劫持蔣介石,後來經過幾次談判,才放棄""先安內後攘外""的政策!) (大陸就是看在老蔣是抗日主力,心懷慚愧不敢打台灣。民進黨不知感恩還不斷消滅老蔣形象!真是恩將仇報啊!)",negative,positive,1.0,360,1.703112,272,154,321,7,不管 | 宗教 | 都不能 | 放鬆 | 不守 | 就會 | 自己 | 道德 | 就會 | 變壞 | 災難 | 越來越多 | 導致 | 無法 | 隨著 | 就會 | 自己 | 欲望 | 解釋 | 誤導 | 教義 | 也是 | 開展 | 優先 | 重點 | 教義 | 可以 | 隨著 | 自己 | 調整 | 成熟 | 緣故 | 而在 | 得以 | 成熟 | 能夠 | 誕生 | 有種 | 透過 | 形成 | 透過 | 形成 | 足以顯示 | 共同 | 成就 | 成熟 | 誕生 | 共同 | 更加 | 獨裁 | 不適合 | 沒有 | 屬於 | 自己 | 獨大 | 不知道 | 是好 | 還是 | 想要 | 實現 | 更是 | 不可能 | 實現了 | 壓榨 | 差距 | 民主 | 更大 | 為了 | 鞏固 | 權利 | 必然 | 實施 | 提防 | 自由 | 最後 | 更加 | 常常 | 追撞 | 顯示出 | 很難 | 控制 | 還有 | 沒有 | 第一時間 | 槍殺 | 說明 | 不是 | 差別 | 殺人 | 應該要 | 自知之明 | 必然 | 要死 | 參與 | 極大 | 加劇 | 悲劇 | 匱乏 | 參戰 | 造成 | 巨大 | 傷亡 | 塑造 | 英雄 | 似乎 | 不過 | 掩蓋 | 無能 | 宣傳 | 手段 | 回顧 | 戰爭 | 歷史 | 發現 | 不過 | 戰爭 | 那樣 | 軍隊 | 推向 | 太過 | 虛假 | 不實 | 只能 | 才可 | 實現 | 慾望 | 自然 | 領導 | 不可能 | 不會 | 團結 | 貪腐 | 不完 | 大躍進 | 菁英 | 打壓 | 殺害 | 來的 | 只有 | 平庸 | 發展 | 自然 | 緩慢 | 等到 | 改革開放 | 類似 | 資本 | 才得 | 快速 | 發展 | 壞處 | 會使 | 快速 | 瓦解 | 歷史 | 無不 | 遵循 | 思想 | 自大 | 知道 | 不會 | 自取 | 滅亡 | 大災難 | 抗戰 | 很多 | 生怕 | 才會 | 分散 | 抵抗 | 和平 | 權勢 | 依靠 | 就會 | 很多 | 還好 | 看清 | 邪惡 | 狡詐 | 沒有 | 採用 | 不然 | 奸詐 | 壓榨 | 忙著 | 壓榨 | 不會 | 來的 | 戰爭 | 也不會 | 投降 | 歷史 | 改寫 | 聯軍 | 想從 | 得到 | 好處 | 最後 | 必然 | 瓜分 | 只能 | 奴隸 | 下等 | 永遠 | 不了 | 客觀 | 自己 | 最糟 | 最後 | 悽慘 | 結束 | 失敗 | 十分 | 智慧 | 狡詐 | 不會 | 自己 | 也是 | 可愛 | 可以 | 認同 | 佩服 | 堅持 | 自己 | 信念 | 毅力 | 愚蠢 | 天真 | 至少 | 奮鬥 | 抗日 | 付出 | 還能 | 詳細 | 充滿 | 堅定 | 責任 | 人格 | 還是 | 值得肯定 | 正確 | 國民黨 | 統一 | 抗日 | 演變 | 國民黨 | 抗戰 | 發展 | 分化 | 吸收 | 國民黨 | 難以 | 兼顧 | 更難 | 抗日 | 死傷 | 更多 | 變成 | 國民黨 | 失去 | 鬥爭 | 倫理 | 才有 | 惡報 | 文化 | 革命 | 破壞 | 宗教 | 違背了 | 道德 | 死了 | 不該 | 可以說 | 搶奪 | 來的 | 承諾 | 援助 | 軍隊 | 補給 | 占領 | 私心 | 聯合 | 才會 | 大敗 | 投降 | 獲得 | 投降 | 利益 | 大量 | 投降 | 軍隊 | 迅速 | 膨脹 | 叛亂 | 擴大 | 國民黨 | 失去 | 復員 | 重建 | 機會 | 戰爭 | 爆發 | 軍隊 | 長達 | 衝突 | 國民黨 | 軍隊 | 全部 | 死亡 | 發動 | 重要 | 戰役 | 時間 | 總共 | 動員 | 損失 | 抗戰 | 所有 | 軍隊 | 成為 | 抗日 | 宣傳 | 不提 | 也是 | 消極 | 抗日 | 畢竟 | 戰鬥 | 不僅 | 抗日 | 反而 | 為了 | 輝煌 | 戰役 | 抗日 | 部隊 | 而非 | 最終 | 釀成 | 事變 | 取消 | 成了 | 抗日 | 戰爭 | 名副其實 | 恥辱 | 部隊 | 事變 | 違反 | 經過 | 談判 | 放棄 | 抗日 | 慚愧 | 不敢 | 不知 | 感恩 | 不斷 | 消滅 | 恩將仇報
"這根本日本官方宣傳片吧, 風景拍的超美",positive,positive,0.6,2,0.108807,2,0,3,0,根本 | 宣傳
很溫暖的影片。 在現在快速刷資訊的年代。提醒自己要花時間做一件事 你會得到更多 畢業快樂,positive,positive,1.0,9,2.289949,13,0,11,0,溫暖 | 快速 | 提醒 | 自己 | 時間 | 得到 | 更多 | 畢業 | 快樂
"謝謝詳細的教學,我剛入手X5也是第一次使用360,影片對我很有幫助,謝謝你;題外話1:22相機鏡頭直接放桌上是可以的嗎XDD",positive,positive,1.0,10,2.074447,23,0,6,0,謝謝 | 詳細 | 也是 | 第一次 | 使用 | 很有幫助 | 謝謝 | 相機 | 直接 | 可以
真的好喜歡美華跟美萍一起同台 下班有新片看就開心 上集太短了!期待下集,positive,positive,1.0,3,1.309168,3,0,0,0,喜歡 | 開心 | 期待
恭喜,positive,positive,1.0,1,0.65,1,0,0,0,恭喜
恭喜,positive,positive,1.0,1,0.65,1,0,0,0,恭喜
"如果沒有 美萍跟李爸 ? X""D 是不是會有可能 (玹爸 ? 跟美菁)嘻嘻",neutral,negative,0.5,5,-0.154264,4,1,3,0,沒有 | 不是 | 會有 | 可能 | 嘻嘻
等等!今天是禮拜一吧?!,neutral,neutral,1.0,1,0.0,0,0,4,0,禮拜
"我認同環境汙染等問題無法給小孩好的未來,剛好有相同的看法。",negative,negative,0.363636,5,-0.324713,4,3,4,0,認同 | 汙染 | 問題 | 無法 | 相同
怎么一直在拍猫的屁股,neutral,positive,0.8,2,0.272905,1,0,4,0,一直 | 屁股
4:08 double rainbow。 讓我立馬 想起 Eric 跟 Ian 送 Delaney去機場時 的情景啊 啊啊啊,positive,neutral,0.0,0,0.0,0,0,0,0,
風力發電機~,neutral,neutral,1.0,1,0.0,0,0,4,0,風力
大马铁粉报道,neutral,neutral,0.0,0,0.0,0,0,0,0,
看來 谷關的空氣讓你腦袋不清楚....,negative,negative,0.8,2,-0.06514,0,1,4,0,看來 | 不清楚
好感動 祝小象求子平安順利 媽祖會保佑妳跟孩子的,positive,positive,1.0,4,1.625338,4,0,0,0,好感 | 平安 | 順利 | 保佑
那個糖果店的女店員真的真的很漂亮~~,positive,positive,0.8,2,0.080679,1,0,4,0,糖果 | 很漂亮
厭奶期 加油再過沒多久渡過,neutral,positive,1.0,1,0.012537,1,0,0,0,加油
謝謝安爺,neutral,positive,1.0,1,0.297482,6,0,0,0,謝謝
吃飯了今天買炒飯了嗚呼!好下飯天啊!剛剛我追加炒飯了,neutral,positive,0.8,2,0.081885,1,0,4,0,吃飯 | 追加
一定好笑到爆 可以再加美國姑姑,positive,positive,0.666667,3,0.428359,4,0,2,0,一定 | 好笑 | 可以
"台灣超無聊,浪費錢旅遊做啥?政府搞內鬥想當皇帝沒空理你觀光啦~",negative,negative,0.5,5,-0.192346,1,3,4,0,無聊 | 浪費 | 政府 | 內鬥 | 想當
你,positive,neutral,0.0,0,0.0,0,0,0,0,
"耶穌像已去了四次了,還是覺得很壯觀,如果有機會真的要來巴西看看伊瓜蘇瀑布、坐快艇穿過瀑布,聖保羅市有名的Paulista大道,里約的耶穌像、麵包山、Copacabana的海攤,尤其是在下夕陽時有固定的地方可以看,當太陽慢慢下山大家就會開始鼓掌喔! 享受巴西人的熱情,擁抱,親臉頰打招呼~",positive,positive,1.0,16,2.779363,13,0,19,0,還是 | 覺得 | 壯觀 | 有機會 | 有名 | 麵包 | 尤其是 | 固定 | 方可 | 就會 | 開始 | 鼓掌 | 享受 | 熱情 | 擁抱 | 臉頰
"謝謝導演的影片,希望你們都可以順利",positive,positive,1.0,4,0.7661,9,0,0,0,謝謝 | 希望 | 都可以 | 順利
"這麼多速度冠軍,觀看次數還是 0?!",neutral,positive,0.5,4,0.355662,4,0,4,0,這麼多 | 冠軍 | 觀看 | 還是
恭喜 一路看你們走到這裡真的不簡單! 太為你們開心了!,positive,positive,1.0,3,1.11022,3,0,0,0,恭喜 | 簡單 | 開心
雖然我是台南東區人 但我一個都沒吃過,neutral,negative,1.0,1,-0.35,0,1,0,0,都沒
回歸自己、健康地過上自己最舒服的生活最重要!,positive,positive,1.0,6,1.152414,4,0,8,0,回歸 | 自己 | 健康 | 自己 | 舒服 | 最重要
感謝輔大XD,positive,positive,1.0,1,0.429697,1,0,0,0,感謝
"恭喜你們,要一直幸福下去 好感動",positive,positive,1.0,5,2.046547,4,0,4,0,恭喜 | 一直 | 幸福 | 下去 | 好感
恭喜大家完賽!! 明年當然要繼續!!!,positive,positive,1.0,3,0.987996,3,0,0,0,恭喜 | 當然 | 繼續
有有有 勘誤在置頂留言了哈哈哈,neutral,positive,1.0,1,0.07218,1,0,0,0,哈哈
"這麼棒又有溫度的影片,值得讓更多人看到。 聽說每次有留言,演算法會推薦100人,所以這是一定要留言的。",positive,positive,1.0,7,1.033998,10,0,9,0,溫度 | 值得 | 更多 | 看到 | 聽說 | 推薦 | 一定要
破冰船& 穿橘衣浮在冰水上的體驗 好有趣 跟亞熱帶的台灣完全不同,positive,positive,1.0,3,1.017254,4,0,5,0,有趣 | 完全 | 不同
"我在名古屋附近的日本語學校讀過三個月, 尼泊爾同學非常友善, 但是常常在課堂聊天很吵, 本來很想抱怨但是想到他們年紀小小離鄉背井半夜都去打工還是忍了下來!老師問越南同學什麼時候會回國, 他說八年後我聽了嚇一跳, 我想說八個月不回台灣都辦不到了",neutral,negative,0.452449,9,-0.452449,5,5,2,0,非常 | 友善 | 常常 | 很想 | 抱怨 | 離鄉背井 | 還是 | 嚇一跳 | 不到
娑婆世界沒有十全十美,negative,negative,1.0,1,-0.092187,1,0,0,0,沒有
看到你那段就開始止不住了啦!!,neutral,negative,0.7,3,-0.423902,2,1,7,0,看到 | 開始 | 不住
謝謝推薦,positive,positive,1.0,2,0.317236,11,0,0,0,謝謝 | 推薦
"吹風機聲音跟抽油煙機聲音用youtube上的影片播不知道有沒有一樣效果?這樣就不用跑去開抽油煙機了,吹風機也耗電",negative,negative,0.545455,5,-0.24335,3,2,6,0,不知道 | 沒有 | 一樣 | 效果 | 不用
"希望以後能常看到美華美萍姐妹合體,太好笑了",positive,positive,0.697426,3,0.697426,3,0,4,0,希望 | 看到 | 太好
"幫忙推廣再次公開各種詐騙手法,近來炒股詐騙頻繁大家請小心(更新版)_x000D_ 1、「徵家庭代工」:_x000D_ 你私訊後,對方便告知這個職缺沒有了,介紹一個租借帳戶存摺的工作,開給你很高的租借薪水,誘惑你寄存摺過去,等你寄去後,便封鎖你,你就成為警示戶及詐欺罪共犯。_x000D_ 或是,告知你因為要採購材料,需要你先寄存摺帳戶過去,可以幫忙省稅金,你寄去後,便封鎖你,你就成為警示戶及詐欺罪共犯。_x000D_ 2、「徵po文小幫手」:_x000D_ 你辛苦幫忙po文了,到領薪日時,對方會找各種理由,例如會計不在、假日不算天數要求你再多po幾天,最後再封鎖你,你領不到錢,做白工,甚至成為詐騙文共犯。PS:找工作也可以找人力銀行,如1111,104,yes123,台灣就業通,等等....裡面也有短期接案工作喔。_x000D_ 3、「炒股免費報明牌」:_x000D_ 邀請你加入群組,才免費報明牌,等你加入群組後,要你先付錢,或是要你加入APP跟組頭對賭,等你匯款過去就封鎖你,錢就沒了,博弈網賽事分析亦同,全是詐騙。_x000D_ 4、「低價或倒店清倉便宜賣」:_x000D_ 例如,鞋子店面不幹了!!被套床單!!衣架3C電子!!家用小電器!! 花果種子!!大陸茶乾果類!!拜拜香,香粉等!!受傷賣電動工具!!老公戒菸了七星便宜賣等常見類型,都是詐騙。_x000D_ 5、「XX哥、編劇故事」:_x000D_ 貼出詐騙集團編的故事,例如撞到法拉利、母親重病等,欠錢走頭無路想自殺,索性遇到XX哥讓我賺了好幾十萬,很感謝XX哥。_x000D_ 此種類型,只要一被騙,至少是幾萬元以上的金額了。_x000D_ 6、「其他類型詐騙」:_x000D_ 例如,辦門號換錢騙個資,或線上貸款算命卜掛騙個資,虛擬貨幣投資詐騙及投資理財詐騙,笑話猜謎外連病毒,假冒政府、社服單位名義,做問卷調查。調查完要你拍攝「身份證、存摺」。給完後,你的個資就遭詐騙集團利用去詐騙他人。_x000D_ 簡易判斷詐騙:_x000D_ 1⃣臉書大頭照,都是很假的正妹照,臉書內容幾乎沒有留言,或留言無互動,都是詐騙集團的假帳號。_x000D_ 2⃣po的文宣內容,多屬炒股免費報明牌投資、博弈、借貸、徵文小幫手、家庭代工、公司店面倒閉清倉大拍賣或送。_x000D_ 3⃣找工作或買賣,留意只要是對方要你寄「存摺帳戶」,保證是詐騙。_x000D_ 4⃣沒有公司行號.店址.電話,或假公司地址電話須小心查證,只+line或臉書私訊,大多詐騙。_x000D_ 5⃣詐騙集團手法,一頁式廣告.買讚,掛羊頭賣狗肉,同夥造勢,不同帳號一搭一唱。_x000D_ PS:YAHOO.奇摩拍賣,pchome.露天拍賣,蝦皮拍賣等等..,收到物品無誤後再撥款,有第三方支付,安全有保障。_x000D_ 重要查證【資安】留意投資詐騙的六個起手式!教你自救處理四步驟_x000D_ MyGoPen查證參考:",negative,negative,0.736815,120,-0.736815,102,40,112,0,幫忙 | 推廣 | 公開 | 頻繁 | 小心 | 更新 | 方便 | 告知 | 沒有 | 介紹 | 很高 | 誘惑 | 寄存 | 過去 | 寄去 | 封鎖 | 成為 | 警示 | 詐欺 | 共犯 | 告知 | 寄存 | 過去 | 可以 | 幫忙 | 寄去 | 封鎖 | 成為 | 警示 | 詐欺 | 共犯 | 幫手 | 辛苦 | 幫忙 | 理由 | 不在 | 不算 | 要求 | 最後 | 封鎖 | 領不到 | 甚至 | 成為 | 共犯 | 也可以 | 就業 | 也有 | 免費 | 邀請 | 加入 | 免費 | 加入 | 加入 | 過去 | 封鎖 | 沒了 | 分析 | 便宜 | 衣架 | 受傷 | 電動 | 便宜 | 常見 | 都是 | 撞到 | 母親 | 重病 | 欠錢 | 自殺 | 遇到 | 賺了 | 感謝 | 只要 | 被騙 | 至少 | 以上 | 虛擬 | 投資 | 投資 | 病毒 | 假冒 | 政府 | 社服 | 調查 | 調查 | 利用 | 簡易 | 判斷 | 都是 | 幾乎沒有 | 互動 | 都是 | 免費 | 投資 | 幫手 | 倒閉 | 留意 | 只要 | 保證 | 沒有 | 電話 | 電話 | 小心 | 查證 | 廣告 | 掛羊頭賣狗 | 不同 | 收到 | 無誤 | 支付 | 安全 | 有保障 | 重要 | 查證 | 留意 | 投資 | 自救 | 處理 | 查證 | 參考
5:17 痾 那座山本身700公尺,neutral,neutral,0.0,0,0.0,0,0,0,0,
為了收視率請要美萍跟李爸,neutral,positive,1.0,1,0.159009,1,0,0,0,為了
來哩,neutral,neutral,0.0,0,0.0,0,0,0,0,
頭香,neutral,neutral,0.0,0,0.0,0,0,0,0,
我是台灣人 竟然沒聽過南風天,neutral,negative,1.0,2,-0.36598,0,2,0,0,竟然 | 沒聽過
走進金字塔真的很熱!!裡面真的很無聊XD,negative,negative,0.5,2,-0.087701,1,1,0,0,走進 | 無聊
可以回去看看~~~,positive,positive,0.5,1,0.15518,2,0,2,0,可以
謝謝你們用鏡頭讓我看到美麗的風景,positive,positive,0.95811,3,0.95811,8,0,4,0,謝謝 | 看到 | 美麗
"@SHAOENHSU 謝謝你的留言,也恭喜你抽中微型屋現金券$666 記得填以下表單,按照說明上傳截圖,就會聯絡你啦",neutral,positive,1.0,7,2.072127,12,0,6,0,謝謝 | 恭喜 | 記得 | 按照 | 說明 | 就會 | 聯絡
"Wish you both everlasting love and happiness. Thank you so much for sharing your wonderful moments. 15 years ago I met my husband and 9 months after that, he transitioned to a vegan lifestyle. We have a (now teenager) son, who is vegan (whole raw food plant-based) since birth. You remind, inspire, and motivate others to cherish their life partners.",positive,neutral,0.0,0,0.0,0,0,0,0,
"為什麼中國大陸就在台灣的隔壁很多台灣大V都很有默契的在旅遊地點的選擇上把中國大陸當作空氣沒看到,我覺得中國大陸的張家界、從藏青鐵路到拉薩、西安的古城、兵馬俑很多都非常得棒、現在中國大陸還有全中國棋盤式的高鐵網、移動上非常方便",neutral,positive,1.0,11,1.603902,9,1,7,0,很多 | 選擇 | 當作 | 沒看到 | 覺得 | 很多 | 非常 | 還有 | 棋盤 | 非常 | 方便
莫名幫 ikigai燒肉業配 XD,neutral,negative,1.0,1,-0.055435,0,1,0,0,莫名
蘋果的好喝喔,positive,neutral,0.0,0,0.0,0,0,0,0,
搭配快轉看 更有趣 好白爛 哈哈哈哈哈,negative,positive,0.625,5,0.163683,5,1,2,0,搭配 | 更有 | 白爛 | 哈哈 | 哈哈
"很明顯的台灣所謂的地方自治根本就是大錯特錯! 沒有國家治理的觀念! 簡單的垃圾問題也可以在一個國家之中互踢皮球! 有的縣市小有的縣市大,有的縣市有做焚化爐的條件,有些縣市與條件不允許! 那沒有垃圾場跟焚化爐的縣市要怎麼辦??? 在台灣居然是,那是你家的事情 台灣這麼小都沒有辦法把垃圾事情做好,原因就是國家制度的問題,取消地方自治由中央集權管理",negative,positive,0.519231,25,0.409794,12,11,27,2,明顯 | 方自 | 根本就 | 大錯特錯 | 沒有 | 觀念 | 簡單 | 垃圾 | 問題 | 也可以 | 皮球 | 焚化 | 有些 | 不允許 | 沒有 | 垃圾場 | 焚化 | 居然 | 都沒有 | 垃圾 | 做好 | 問題 | 取消 | 方自 | 管理
敲碗挪威行萬里路,positive,neutral,0.0,0,0.0,0,0,0,0,
還好先看留言 不然就被白爛到了,negative,negative,0.666667,3,-0.142716,1,2,0,0,還好 | 不然 | 白爛
